Barrio,latitude,longitude,small_sounding_engine_presence,medium_sounding_engine_presence,large_sounding_engine_presence,engine_of_uncertain_size_presence,engine_presence,fecha,codigo_postal
Manhattan,40.73206,-73.99763,0,0,0,1,1,2016-05-23,10272
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-23,10280
Manhattan,40.73033,-73.9956,0,1,0,0,1,2016-05-24,10167
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-24,10112
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-24,10272
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-05-24,10172
Manhattan,40.72951,-73.99425,0,0,0,1,1,2016-05-24,10014
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-05-24,10024
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-24,10257
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-24,10075
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-24,10045
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-05-24,10013
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-05-24,10013
Manhattan,40.73118,-73.99443000000001,1,0,0,0,1,2016-05-24,10026
Manhattan,40.72996,-73.99449,0,0,0,1,1,2016-05-24,10036
Manhattan,40.72996,-73.99449,1,0,0,0,1,2016-05-24,10020
Manhattan,40.72996,-73.99449,0,1,1,0,1,2016-05-24,10011
Manhattan,40.73142,-73.99629,0,0,1,0,1,2016-05-24,10115
Manhattan,40.73142,-73.99629,0,0,1,0,1,2016-05-24,10153
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-05-24,10017
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-24,10165
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-24,10075
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-24,10035
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-24,10170
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-24,10169
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-24,10005
Manhattan,40.73033,-73.9956,0,0,1,0,1,2016-05-25,10260
Manhattan,40.73033,-73.9956,0,0,1,0,1,2016-05-25,10172
Manhattan,40.73033,-73.9956,0,0,1,0,1,2016-05-25,10154
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-25,10280
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-25,10087
Manhattan,40.72996,-73.99449,0,1,0,0,1,2016-05-25,10065
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-25,10128
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-25,10004
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-25,10172
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-25,10269
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-25,10211
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-25,10260
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-05-25,10080
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-05-25,10011
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-05-25,10039
Manhattan,40.72996,-73.99449,0,0,1,0,1,2016-05-26,10199
Manhattan,40.72996,-73.99449,0,1,0,0,1,2016-05-26,10167
Manhattan,40.72996,-73.99449,1,0,0,0,1,2016-05-26,10211
Manhattan,40.73142,-73.99629,1,0,1,0,1,2016-05-26,10087
Manhattan,40.73142,-73.99629,0,0,1,0,1,2016-05-26,10172
Manhattan,40.73142,-73.99629,0,1,0,0,1,2016-05-26,10013
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-26,10259
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-26,10172
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-26,10027
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-26,10060
Manhattan,40.72996,-73.99449,1,0,0,0,1,2016-05-26,10065
Manhattan,40.72996,-73.99449,0,0,1,0,1,2016-05-26,10031
Manhattan,40.73033,-73.9956,0,0,1,0,1,2016-05-29,10030
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-05-29,10162
Manhattan,40.73033,-73.9956,0,0,1,0,1,2016-05-29,10268
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-29,10020
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-29,10029
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-29,10035
Manhattan,40.73206,-73.99763,0,1,0,0,1,2016-05-29,10259
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-29,10275
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-29,10278
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-29,10154
Manhattan,40.73206,-73.99763,0,0,1,0,1,2016-05-29,10269
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-05-29,10172
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-05-29,10065
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-05-29,10080
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-05-29,10211
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-05-29,10153
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-05-29,10025
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-05-29,10199
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-29,10151
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-29,10162
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-05-29,10060
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-07-19,10017
Manhattan,40.72996,-73.99449,0,0,1,0,1,2016-07-19,10279
Manhattan,40.72996,-73.99449,0,0,0,0,0,2016-07-19,10035
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10275
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10009
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10171
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10020
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10173
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10009
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10278
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10087
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10026
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10170
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10119
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10111
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10019
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10016
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10024
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10153
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10006
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10003
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10256
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10001
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10035
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10026
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10165
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-07,10258
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10111
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-07,10128
Manhattan,40.73033,-73.9987,0,0,1,0,1,2016-11-07,10103
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-08,10112
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-08,10014
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-08,10027
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-08,10010
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-08,10153
Manhattan,40.72951,-73.99388,1,0,0,0,1,2016-11-08,10075
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-08,10031
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-08,10268
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-08,10036
Manhattan,40.72951,-73.99388,0,0,1,0,1,2016-11-09,10075
Manhattan,40.72951,-73.99388,0,0,1,0,1,2016-11-09,10002
Manhattan,40.72951,-73.99388,0,0,1,0,1,2016-11-09,10110
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-09,10010
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-09,10272
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-09,10172
Manhattan,40.72951,-73.99388,0,0,0,1,1,2016-11-09,10009
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-09,10007
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-09,10110
Manhattan,40.72898,-73.99629,0,0,1,0,1,2016-11-09,10014
Manhattan,40.72898,-73.99629,0,0,1,0,1,2016-11-09,10018
Manhattan,40.72898,-73.99629,0,0,0,0,0,2016-11-09,10087
Manhattan,40.72898,-73.99629,0,0,0,1,1,2016-11-09,10014
Manhattan,40.72898,-73.99629,0,0,1,0,1,2016-11-09,10022
Manhattan,40.72898,-73.99629,0,0,0,0,0,2016-11-09,10025
Manhattan,40.73033,-73.9987,0,1,0,0,1,2016-11-09,10045
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-09,10023
Manhattan,40.73033,-73.9987,0,0,1,0,1,2016-11-09,10019
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-09,10171
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-09,10172
Manhattan,40.72977,-73.98812,0,1,0,0,1,2016-11-09,10055
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-09,10012
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-09,10040
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-09,10169
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-09,10172
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-09,10033
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-09,10007
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-11-09,10038
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-11-09,10014
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-11-09,10069
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10013
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10257
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10212
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10014
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10028
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10285
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-10,10151
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-10,10282
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-10,10275
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-10,10271
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-10,10035
Manhattan,40.73118,-73.99443000000001,0,0,0,1,1,2016-11-10,10012
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-10,10111
Manhattan,40.72951,-73.99388,1,0,0,0,1,2016-11-10,10018
Manhattan,40.72951,-73.99388,0,0,1,0,1,2016-11-10,10272
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-10,10027
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-10,10025
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-10,10029
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-10,10269
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-10,10277
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-10,10037
Manhattan,40.73118,-73.99443000000001,1,0,0,0,1,2016-11-10,10172
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-10,10271
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-10,10170
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-10,10174
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-10,10039
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-10,10115
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10030
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10278
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-10,10004
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-10,10014
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-10,10037
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-10,10032
Manhattan,40.73118,-73.99443000000001,0,0,1,0,1,2016-11-10,10281
Manhattan,40.73118,-73.99443000000001,0,1,0,0,1,2016-11-10,10165
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-10,10277
Manhattan,40.73206,-73.99763,0,1,0,0,1,2016-11-11,10153
Manhattan,40.73206,-73.99763,0,1,0,0,1,2016-11-11,10171
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-11,10115
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-11,10261
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-11,10007
Manhattan,40.73142,-73.99629,0,1,0,0,1,2016-11-11,10011
Manhattan,40.73033,-73.9987,0,0,1,0,1,2016-11-11,10212
Manhattan,40.73033,-73.9987,0,0,1,0,1,2016-11-11,10012
Manhattan,40.73033,-73.9987,0,1,0,0,1,2016-11-11,10211
Manhattan,40.73118,-73.99443000000001,0,1,0,0,1,2016-11-11,10007
Manhattan,40.73118,-73.99443000000001,0,0,1,0,1,2016-11-11,10011
Manhattan,40.73118,-73.99443000000001,0,0,1,0,1,2016-11-11,10177
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-11,10080
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-11,10275
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-11,10285
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-11,10272
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-11,10111
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-11,10026
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10213
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10055
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10022
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10112
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10003
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10039
Manhattan,40.73033,-73.9987,0,1,0,0,1,2016-11-11,10012
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10261
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10002
Manhattan,40.7275,-73.99286,1,1,0,0,1,2016-11-11,10110
Manhattan,40.7275,-73.99286,0,1,0,0,1,2016-11-11,10152
Manhattan,40.7275,-73.99286,0,1,0,0,1,2016-11-11,10173
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10280
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10005
Manhattan,40.73033,-73.9987,0,1,0,0,1,2016-11-11,10005
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-11,10041
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-11,10257
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-11,10038
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10103
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10005
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-11,10020
Manhattan,40.72898,-73.99629,0,0,0,0,0,2016-11-12,10154
Manhattan,40.72898,-73.99629,0,0,0,0,0,2016-11-12,10010
Manhattan,40.72898,-73.99629,0,0,0,0,0,2016-11-12,10115
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-12,10279
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-12,10172
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-12,10151
Manhattan,40.73142,-73.99629,0,1,0,0,1,2016-11-12,10037
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-12,10018
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-12,10282
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-12,10013
Manhattan,40.73142,-73.99629,0,1,0,0,1,2016-11-12,10030
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-12,10260
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-12,10040
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-12,10003
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-12,10280
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-12,10021
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-12,10060
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-12,10005
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-12,10045
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-12,10282
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-12,10032
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-12,10211
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-12,10080
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-12,10039
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-11-12,10271
Manhattan,40.727920000000005,-73.99176,0,0,1,0,1,2016-11-12,10080
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-12,10278
Manhattan,40.72951,-73.99425,0,0,0,0,0,2016-11-12,10280
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-12,10045
Manhattan,40.72951,-73.99425,1,0,0,0,1,2016-11-12,10277
Manhattan,40.73033,-73.9987,0,1,0,0,1,2016-11-12,10199
Manhattan,40.73033,-73.9987,0,0,1,0,1,2016-11-12,10275
Manhattan,40.73033,-73.9987,1,0,0,0,1,2016-11-12,10028
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-12,10169
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-12,10257
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-12,10279
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-13,10007
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-13,10080
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-13,10260
Manhattan,40.73142,-73.99629,0,1,0,0,1,2016-11-14,10199
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-14,10162
Manhattan,40.73142,-73.99629,0,1,0,0,1,2016-11-14,10031
Manhattan,40.727920000000005,-73.99176,0,0,0,1,1,2016-11-14,10256
Manhattan,40.727920000000005,-73.99176,0,0,0,0,0,2016-11-14,10080
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-14,10003
Manhattan,40.727920000000005,-73.99176,0,0,0,1,1,2016-11-14,10022
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-14,10128
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-14,10026
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-14,10014
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-14,10174
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-14,10003
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-14,10119
Manhattan,40.72951,-73.99388,0,0,1,0,1,2016-11-14,10045
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-14,10087
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-14,10087
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-14,10069
Manhattan,40.72951,-73.99388,0,0,0,0,0,2016-11-14,10177
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-14,10081
Manhattan,40.73142,-73.99629,1,0,0,0,1,2016-11-14,10111
Manhattan,40.73142,-73.99629,0,0,0,0,0,2016-11-14,10281
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-14,10257
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-14,10069
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-14,10001
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-14,10044
Manhattan,40.73206,-73.99763,0,1,0,0,1,2016-11-14,10265
Manhattan,40.73206,-73.99763,0,0,0,0,0,2016-11-14,10257
Manhattan,40.73033,-73.9956,1,0,0,0,1,2016-11-14,10281
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-14,10011
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-14,10081
Manhattan,40.72977,-73.98812,1,0,0,0,1,2016-11-15,10011
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-15,10039
Manhattan,40.72977,-73.98812,0,0,0,0,0,2016-11-15,10271
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-15,10028
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-15,10033
Manhattan,40.73033,-73.9987,0,0,0,0,0,2016-11-15,10162
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-15,10036
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-15,10001
Manhattan,40.73033,-73.9956,0,0,0,0,0,2016-11-15,10012
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-15,10285
Manhattan,40.72898,-73.99629,0,1,1,0,1,2016-11-15,10080
Manhattan,40.73118,-73.99443000000001,0,0,0,0,0,2016-11-15,10019
