indicator_id,name,measure,geo_type_name,geo_join_id,data_value,geo_place_name,measure_info,time_period,message,start_date,unique_id
375,Nitrogen dioxide (NO2),Mean,UHF42,404,14.8,Bayside - Little Neck,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825702
375,Nitrogen dioxide (NO2),Mean,CD,407,27.7,Flushing and Whitestone (CD7),ppb,Winter 2008-09,,2008-12-01T00:00:00.000,165787
375,Nitrogen dioxide (NO2),Mean,CD,314,29.5,Flatbush and Midwood (CD14),ppb,Winter 2008-09,,2008-12-01T00:00:00.000,165776
375,Nitrogen dioxide (NO2),Mean,CD,314,23.5,Flatbush and Midwood (CD14),ppb,Winter 2017-18,,2017-12-01T00:00:00.000,603046
375,Nitrogen dioxide (NO2),Mean,UHF34,205,21.1,Sunset Park,ppb,Annual Average 2012,,2011-12-01T00:00:00.000,172689
386,Ozone (O3),Mean,UHF34,205,33.7,Sunset Park,ppb,Summer 2022,,2022-06-01T00:00:00.000,827075
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,18.4,Bayside Little Neck-Fresh Meadows,ppb,Annual Average 2012,,2011-12-01T00:00:00.000,172711
375,Nitrogen dioxide (NO2),Mean,UHF34,409,9.8,Southeast Queens,ppb,Summer 2022,,2022-06-01T00:00:00.000,825879
386,Ozone (O3),Mean,UHF34,409,31.8,Southeast Queens,ppb,Summer 2013,,2013-06-01T00:00:00.000,221943
386,Ozone (O3),Mean,UHF34,404406,30.7,Bayside Little Neck-Fresh Meadows,ppb,Summer 2013,,2013-06-01T00:00:00.000,221973
386,Ozone (O3),Mean,UHF34,404406,33.7,Bayside Little Neck-Fresh Meadows,ppb,Summer 2012,,2012-06-01T00:00:00.000,221972
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,15.0,Bayside Little Neck-Fresh Meadows,ppb,Summer 2013,,2013-06-01T00:00:00.000,172235
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,15.4,Bayside Little Neck-Fresh Meadows,ppb,Summer 2012,,2012-06-01T00:00:00.000,172201
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,17.1,Bayside Little Neck-Fresh Meadows,ppb,Annual Average 2016,,2015-12-31T00:00:00.000,412645
375,Nitrogen dioxide (NO2),Mean,UHF34,409,16.2,Southeast Queens,ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602903
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,16.4,Bayside Little Neck-Fresh Meadows,ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602918
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,23.8,Bayside Little Neck-Fresh Meadows,ppb,Winter 2009-10,,2009-12-01T00:00:00.000,171623
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,21.5,Bayside Little Neck-Fresh Meadows,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,171691
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,18.2,Bayside Little Neck-Fresh Meadows,ppb,Annual Average 2014,,2013-12-01T00:00:00.000,211786
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,13.1,Bayside Little Neck-Fresh Meadows,ppb,Summer 2017,,2017-06-01T00:00:00.000,549976
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,12.0,Bayside Little Neck-Fresh Meadows,ppb,Summer 2018,,2018-06-01T00:00:00.000,602919
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,24.3,Bayside Little Neck-Fresh Meadows,ppb,Winter 2016-17,,2016-12-01T00:00:00.000,549978
375,Nitrogen dioxide (NO2),Mean,UHF34,409,24.0,Southeast Queens,ppb,Winter 2016-17,,2016-12-01T00:00:00.000,549963
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,9.0,Bayside Little Neck-Fresh Meadows,ppb,Summer 2020,,2020-06-01T00:00:00.000,667491
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,16.2,Bayside Little Neck-Fresh Meadows,ppb,Summer 2011,,2011-06-01T00:00:00.000,172167
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,16.8,Bayside Little Neck-Fresh Meadows,ppb,Summer 2010,,2010-06-01T00:00:00.000,172133
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,21.6,Bayside Little Neck-Fresh Meadows,ppb,Winter 2015-16,,2015-12-01T00:00:00.000,412643
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,13.1,Bayside Little Neck-Fresh Meadows,ppb,Summer 2016,,2016-06-01T00:00:00.000,412644
375,Nitrogen dioxide (NO2),Mean,UHF34,404406,21.0,Bayside Little Neck-Fresh Meadows,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667490
375,Nitrogen dioxide (NO2),Mean,UHF34,209,11.5,Bensonhurst - Bay Ridge,ppb,Summer 2018,,2018-06-01T00:00:00.000,602865
375,Nitrogen dioxide (NO2),Mean,UHF34,209,23.8,Bensonhurst - Bay Ridge,ppb,Winter 2016-17,,2016-12-01T00:00:00.000,549924
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,27.2,Union Square-Lower Manhattan,ppb,Annual Average 2014,,2013-12-01T00:00:00.000,211785
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,29.4,Union Square-Lower Manhattan,ppb,Winter 2016-17,,2016-12-01T00:00:00.000,549975
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,20.1,Union Square-Lower Manhattan,ppb,Summer 2018,,2018-06-01T00:00:00.000,602916
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,15.1,Union Square-Lower Manhattan,ppb,Summer 2020,,2020-06-01T00:00:00.000,667485
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,33.1,Union Square-Lower Manhattan,ppb,Winter 2009-10,,2009-12-01T00:00:00.000,171622
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,30.7,Union Square-Lower Manhattan,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,171690
386,Ozone (O3),Mean,UHF34,209,34.5,Bensonhurst - Bay Ridge,ppb,Summer 2010,,2010-06-01T00:00:00.000,221862
386,Ozone (O3),Mean,UHF34,209,33.9,Bensonhurst - Bay Ridge,ppb,Summer 2011,,2011-06-01T00:00:00.000,221863
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,24.6,Union Square-Lower Manhattan,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741106
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,21.2,Union Square-Lower Manhattan,ppb,Summer 2016,,2016-06-01T00:00:00.000,412641
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,28.2,Union Square-Lower Manhattan,ppb,Winter 2015-16,,2015-12-01T00:00:00.000,412640
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,28.6,Union Square-Lower Manhattan,ppb,Summer 2010,,2010-06-01T00:00:00.000,172132
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,28.4,Union Square-Lower Manhattan,ppb,Summer 2011,,2011-06-01T00:00:00.000,172166
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,31.1,Union Square-Lower Manhattan,ppb,Annual Average 2010,,2009-12-01T00:00:00.000,172642
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,21.4,Union Square-Lower Manhattan,ppb,Summer 2015,,2015-06-01T00:00:00.000,336704
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,31.7,Union Square-Lower Manhattan,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,171724
644,Annual vehicle miles traveled (cars),Million miles,CD,410,78.2,South Ozone Park and Howard Beach (CD10),per square mile,2010,,2010-01-01T00:00:00.000,817113
644,Annual vehicle miles traveled (cars),Million miles,CD,412,42.0,Jamaica and Hollis (CD12),per square mile,2010,,2010-01-01T00:00:00.000,817117
645,Annual vehicle miles traveled (trucks),Million miles,CD,210,4.9,Throgs Neck and Co-op City (CD10),per square mile,2005,,2005-01-01T00:00:00.000,154463
645,Annual vehicle miles traveled (trucks),Million miles,CD,312,1.9,Borough Park (CD12),per square mile,2005,,2005-01-01T00:00:00.000,154477
645,Annual vehicle miles traveled (trucks),Million miles,CD,412,2.1,Jamaica and Hollis (CD12),per square mile,2005,,2005-01-01T00:00:00.000,154495
375,Nitrogen dioxide (NO2),Mean,UHF34,211,19.7,Williamsburg - Bushwick,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643486
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,18.9,Union Square-Lower Manhattan,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825866
375,Nitrogen dioxide (NO2),Mean,UHF34,209,26.9,Bensonhurst - Bay Ridge,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211564
375,Nitrogen dioxide (NO2),Mean,UHF34,209,22.7,Bensonhurst - Bay Ridge,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602866
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,33.3,Union Square-Lower Manhattan,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211581
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,22.4,Union Square-Lower Manhattan,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643531
375,Nitrogen dioxide (NO2),Mean,UHF34,309310,28.7,Union Square-Lower Manhattan,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602917
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,403,1.5,Flushing - Clearview,Âµg/m3,2014,,2014-01-01T00:00:00.000,799845
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,405,51.1,Ridgewood - Forest Hills,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,131443
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,503,9.7,Willowbrook,"per 100,000",2009-2011,,2009-01-01T00:00:00.000,151423
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,403,5.4,Flushing - Clearview,"per 100,000",2009-2011,,2009-01-01T00:00:00.000,151413
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,503,58.3,Willowbrook,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131595
650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,UHF42,503,14.1,Willowbrook,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,628573
650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,UHF42,503,13.5,Willowbrook,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131547
650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,UHF42,403,10.2,Flushing - Clearview,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,628563
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,503,15.9,Willowbrook,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518976
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,503,12.9,Willowbrook,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,628525
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,403,9.6,Flushing - Clearview,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518966
375,Nitrogen dioxide (NO2),Mean,CD,408,26.7,Hillcrest and Fresh Meadows (CD8),ppb,Winter 2013-14,,2013-12-01T00:00:00.000,213272
375,Nitrogen dioxide (NO2),Mean,CD,408,24.0,Hillcrest and Fresh Meadows (CD8),ppb,Winter 2017-18,,2017-12-01T00:00:00.000,603082
375,Nitrogen dioxide (NO2),Mean,CD,406,28.7,Rego Park and Forest Hills (CD6),ppb,Winter 2013-14,,2013-12-01T00:00:00.000,213270
375,Nitrogen dioxide (NO2),Mean,CD,406,25.6,Rego Park and Forest Hills (CD6),ppb,Winter 2017-18,,2017-12-01T00:00:00.000,603076
375,Nitrogen dioxide (NO2),Mean,CD,104,30.2,Clinton and Chelsea (CD4),ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602944
375,Nitrogen dioxide (NO2),Mean,CD,106,44.3,Stuyvesant Town and Turtle Bay (CD6),ppb,Winter 2008-09,,2008-12-01T00:00:00.000,165744
375,Nitrogen dioxide (NO2),Mean,UHF42,203,32.5,Bedford Stuyvesant - Crown Heights,ppb,Winter 2008-09,,2008-12-01T00:00:00.000,175258
375,Nitrogen dioxide (NO2),Mean,UHF42,103,15.3,Fordham - Bronx Pk,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825789
375,Nitrogen dioxide (NO2),Mean,UHF42,303,26.8,East Harlem,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602764
375,Nitrogen dioxide (NO2),Mean,UHF42,303,16.7,East Harlem,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825735
375,Nitrogen dioxide (NO2),Mean,UHF42,503,21.9,Willowbrook,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,212330
375,Nitrogen dioxide (NO2),Mean,UHF42,503,19.5,Willowbrook,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602824
375,Nitrogen dioxide (NO2),Mean,UHF42,405,16.2,Ridgewood - Forest Hills,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643414
375,Nitrogen dioxide (NO2),Mean,UHF42,503,12.2,Willowbrook,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643438
375,Nitrogen dioxide (NO2),Mean,UHF42,503,11.9,Willowbrook,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825981
375,Nitrogen dioxide (NO2),Mean,UHF42,403,24.4,Flushing - Clearview,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602794
375,Nitrogen dioxide (NO2),Mean,CD,208,13.5,Riverdale and Fieldston (CD8),ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643606
375,Nitrogen dioxide (NO2),Mean,CD,408,14.7,Hillcrest and Fresh Meadows (CD8),ppb,Annual Average 2022,,2022-01-01T00:00:00.000,826373
375,Nitrogen dioxide (NO2),Mean,CD,406,16.4,Rego Park and Forest Hills (CD6),ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643690
375,Nitrogen dioxide (NO2),Mean,UHF34,204,27.9,East New York,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211559
375,Nitrogen dioxide (NO2),Mean,UHF34,204,24.5,East New York,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602851
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,30.7,Upper East Side-Gramercy,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602911
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,24.1,Upper East Side-Gramercy,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643525
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,20.7,Upper East Side-Gramercy,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825872
645,Annual vehicle miles traveled (trucks),Million miles,CD,502,1.4,South Beach and Willowbrook (CD2),per square mile,2010,,2010-01-01T00:00:00.000,817339
645,Annual vehicle miles traveled (trucks),Million miles,CD,101,4.8,Financial District (CD1),per square mile,2010,,2010-01-01T00:00:00.000,817225
645,Annual vehicle miles traveled (trucks),Million miles,CD,101,4.9,Financial District (CD1),per square mile,2019,,2019-01-01T00:00:00.000,817226
645,Annual vehicle miles traveled (trucks),Million miles,CD,402,7.2,Woodside and Sunnyside (CD2),per square mile,2019,,2019-01-01T00:00:00.000,817312
645,Annual vehicle miles traveled (trucks),Million miles,CD,301,4.6,Greenpoint and Williamsburg (CD1),per square mile,2010,,2010-01-01T00:00:00.000,817273
644,Annual vehicle miles traveled (cars),Million miles,CD,501,29.1,St. George and Stapleton (CD1),per square mile,2019,,2019-01-01T00:00:00.000,817124
644,Annual vehicle miles traveled (cars),Million miles,CD,501,25.4,St. George and Stapleton (CD1),per square mile,2010,,2010-01-01T00:00:00.000,817123
645,Annual vehicle miles traveled (trucks),Million miles,CD,302,7.4,Fort Greene and Brooklyn Heights (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154467
645,Annual vehicle miles traveled (trucks),Million miles,CD,501,1.1,St. George and Stapleton (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154498
645,Annual vehicle miles traveled (trucks),Million miles,CD,201,4.5,Mott Haven and Melrose (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154454
375,Nitrogen dioxide (NO2),Mean,UHF34,304,20.8,Upper West Side,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643498
375,Nitrogen dioxide (NO2),Mean,UHF34,203,32.5,Bedford Stuyvesant - Crown Heights,ppb,Winter 2008-09,,2008-12-01T00:00:00.000,171565
375,Nitrogen dioxide (NO2),Mean,UHF34,203,26.2,Bedford Stuyvesant - Crown Heights,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602848
375,Nitrogen dioxide (NO2),Mean,UHF34,103,15.3,Fordham - Bronx Pk,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825969
375,Nitrogen dioxide (NO2),Mean,UHF34,306308,22.1,Chelsea-Village,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825869
375,Nitrogen dioxide (NO2),Mean,UHF34,403,24.4,Flushing - Clearview,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602893
375,Nitrogen dioxide (NO2),Mean,UHF34,403,27.0,Flushing - Clearview,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,211573
375,Nitrogen dioxide (NO2),Mean,UHF34,403,15.2,Flushing - Clearview,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825890
645,Annual vehicle miles traveled (trucks),Million miles,CD,202,2.7,Hunts Point and Longwood (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154455
644,Annual vehicle miles traveled (cars),Million miles,CD,401,31.8,Long Island City and Astoria (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154543
644,Annual vehicle miles traveled (cars),Million miles,CD,301,54.7,Greenpoint and Williamsburg (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154525
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,210,1.7,Coney Island - Sheepshead Bay,per square mile,2005,,2005-01-01T00:00:00.000,151735
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,209,2.2,Bensonhurst - Bay Ridge,per square mile,2005,,2005-01-01T00:00:00.000,151734
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,206,2.7,Borough Park,per square mile,2005,,2005-01-01T00:00:00.000,151731
644,Annual vehicle miles traveled (cars),Million miles,Borough,3,100.8,Manhattan,per square mile,2005,,2005-01-01T00:00:00.000,151716
644,Annual vehicle miles traveled (cars),Million miles,UHF42,106,73.4,High Bridge - Morrisania,per square mile,2005,,2005-01-01T00:00:00.000,151676
644,Annual vehicle miles traveled (cars),Million miles,UHF42,210,33.7,Coney Island - Sheepshead Bay,per square mile,2005,,2005-01-01T00:00:00.000,151687
644,Annual vehicle miles traveled (cars),Million miles,UHF42,209,44.8,Bensonhurst - Bay Ridge,per square mile,2005,,2005-01-01T00:00:00.000,151686
644,Annual vehicle miles traveled (cars),Million miles,UHF42,309,113.9,Union Square - Lower East Side,per square mile,2005,,2005-01-01T00:00:00.000,151697
644,Annual vehicle miles traveled (cars),Million miles,UHF42,409,53.0,Southeast Queens,per square mile,2005,,2005-01-01T00:00:00.000,151707
643,Annual vehicle miles traveled,Million miles,UHF42,409,54.7,Southeast Queens,per square mile,2005,,2005-01-01T00:00:00.000,151659
644,Annual vehicle miles traveled (cars),Million miles,UHF42,206,54.9,Borough Park,per square mile,2005,,2005-01-01T00:00:00.000,151683
644,Annual vehicle miles traveled (cars),Million miles,CD,102,109.4,Greenwich Village and Soho (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154502
644,Annual vehicle miles traveled (cars),Million miles,CD,201,63.5,Mott Haven and Melrose (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154513
645,Annual vehicle miles traveled (trucks),Million miles,Borough,3,6.2,Manhattan,per square mile,2005,,2005-01-01T00:00:00.000,151764
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,106,5.5,High Bridge - Morrisania,per square mile,2005,,2005-01-01T00:00:00.000,151724
644,Annual vehicle miles traveled (cars),Million miles,Borough,3,116.7,Manhattan,per square mile,2019,,2019-01-01T00:00:00.000,816920
644,Annual vehicle miles traveled (cars),Million miles,Borough,3,104.2,Manhattan,per square mile,2010,,2010-01-01T00:00:00.000,816919
644,Annual vehicle miles traveled (cars),Million miles,CD,202,34.9,Hunts Point and Longwood (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154514
644,Annual vehicle miles traveled (cars),Million miles,CD,302,96.3,Fort Greene and Brooklyn Heights (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154526
645,Annual vehicle miles traveled (trucks),Million miles,CD,101,5.3,Financial District (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154442
645,Annual vehicle miles traveled (trucks),Million miles,CD,502,1.2,South Beach and Willowbrook (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154499
645,Annual vehicle miles traveled (trucks),Million miles,CD,102,9.6,Greenwich Village and Soho (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154443
645,Annual vehicle miles traveled (trucks),Million miles,CD,402,5.0,Woodside and Sunnyside (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154485
644,Annual vehicle miles traveled (cars),Million miles,CD,101,91.6,Financial District (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154501
644,Annual vehicle miles traveled (cars),Million miles,CD,501,24.1,St. George and Stapleton (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154557
644,Annual vehicle miles traveled (cars),Million miles,CD,502,24.2,South Beach and Willowbrook (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154558
644,Annual vehicle miles traveled (cars),Million miles,CD,402,72.8,Woodside and Sunnyside (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154544
644,Annual vehicle miles traveled (cars),Million miles,CD,102,104.2,Greenwich Village and Soho (CD2),per square mile,2019,,2019-01-01T00:00:00.000,817014
644,Annual vehicle miles traveled (cars),Million miles,CD,502,24.6,South Beach and Willowbrook (CD2),per square mile,2019,,2019-01-01T00:00:00.000,817126
