contaminante,data_value,measure_info,fecha,Barrio,latitud,longitud
Ozone (O3),36.2,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),13.7,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),16.8,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.9,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),10.7,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.4,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.7,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),39.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.4,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),14.3,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),10.1,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.3,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.3,mcg/m3,2010-06-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),26.4,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),27.9,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),18.8,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.5,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),31.3,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.7,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),29.8,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.1,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),16.9,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),9.5,ppb,2010-06-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),13.3,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),33.8,ppb,2010-06-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),14.0,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.9,ppb,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.8,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),32.5,ppb,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),32.4,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),18.5,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),25.5,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),19.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.3,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),18.8,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),31.0,ppb,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),33.7,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.5,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.1,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.6,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.3,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.6,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),16.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.3,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.4,mcg/m3,2010-06-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),29.6,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),14.0,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),20.9,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),33.0,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),17.9,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.7,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),32.5,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.7,mcg/m3,2010-06-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),11.5,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),32.6,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),39.1,ppb,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),31.9,ppb,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),19.2,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.7,ppb,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),31.3,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.8,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.0,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.7,ppb,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.7,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),14.1,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.4,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),28.6,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.5,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),36.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.4,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),33.4,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.3,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.7,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.7,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.4,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),24.1,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),14.7,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.8,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.7,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),18.2,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.3,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.5,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.1,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),18.4,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.6,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.8,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),33.2,ppb,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),33.2,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),14.5,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),26.7,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),21.5,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),18.3,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),14.4,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),22.1,ppb,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.9,ppb,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),33.5,ppb,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),36.1,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),32.2,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.0,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.6,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),21.4,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.8,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.3,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.4,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.4,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.1,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.8,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),19.6,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.3,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),16.1,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.8,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.9,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),18.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),22.5,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.6,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),29.1,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),33.5,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.9,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),31.3,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),20.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.9,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),30.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),26.9,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),19.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.2,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.2,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),34.3,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.5,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),20.3,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.7,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.4,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),33.2,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),18.8,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),10.7,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.5,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.0,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.7,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),12.0,ppb,2010-06-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),38.0,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),34.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.3,ppb,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),32.7,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),29.8,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),17.9,ppb,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),28.8,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),12.0,ppb,2010-06-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),14.8,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),34.6,ppb,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),31.9,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.4,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.9,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),34.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),13.1,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),27.0,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.4,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),13.8,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),33.3,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.7,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),13.4,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),24.0,ppb,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),32.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),36.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),33.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.0,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),34.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),33.8,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),39.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.8,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),14.4,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),12.7,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.3,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),30.9,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),22.4,ppb,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),23.9,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.6,mcg/m3,2010-06-01,Staten Island,40.5795,-74.1502
Ozone (O3),33.7,ppb,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),30.7,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.8,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Ozone (O3),28.2,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.4,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),33.0,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.4,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.6,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.8,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.0,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),32.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),33.3,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.0,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),28.7,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),21.5,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),29.7,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),31.9,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),11.8,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),11.9,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),21.3,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),22.4,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.4,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.2,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.0,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),31.0,ppb,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),11.3,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.7,mcg/m3,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),22.9,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),17.7,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.9,mcg/m3,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),36.5,ppb,2010-06-01,Staten Island,40.5795,-74.1502
Ozone (O3),33.4,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.7,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.4,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),25.5,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),12.7,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),27.4,ppb,2010-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),36.1,ppb,2010-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.6,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Ozone (O3),33.0,ppb,2010-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.1,mcg/m3,2010-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.1,mcg/m3,2010-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),40.1,ppb,2010-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),26.2,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),29.2,ppb,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),39.2,ppb,2010-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),19.5,ppb,2010-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),30.6,ppb,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),21.8,ppb,2010-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),14.3,ppb,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),14.6,mcg/m3,2010-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),19.2,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.5,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),14.5,mcg/m3,2010-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),10.7,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),25.5,ppb,2010-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.3,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),9.5,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),13.3,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.9,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),20.8,ppb,2010-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.1,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.9,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),10.7,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),30.5,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),14.7,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),33.7,ppb,2010-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.4,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),14.0,mcg/m3,2010-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),9.5,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),15.1,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),27.7,ppb,2010-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),23.3,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),30.6,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.6,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),21.1,ppb,2010-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.9,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.0,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),14.1,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.8,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.4,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),9.4,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),12.1,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),9.7,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),27.6,ppb,2010-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.1,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.3,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.7,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),19.9,ppb,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.1,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),30.7,ppb,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.7,mcg/m3,2010-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),10.6,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.6,ppb,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),35.1,ppb,2010-12-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),32.6,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),27.5,ppb,2010-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),13.1,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),9.7,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),16.3,ppb,2010-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),25.0,ppb,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),11.2,mcg/m3,2010-12-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),12.2,mcg/m3,2010-12-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),23.6,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.5,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),26.2,ppb,2010-12-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),35.0,ppb,2010-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.6,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),10.1,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),28.2,ppb,2010-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),10.1,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),28.3,ppb,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),12.3,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),28.2,ppb,2010-12-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),21.5,ppb,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),13.0,mcg/m3,2010-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),9.8,mcg/m3,2010-12-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),9.4,mcg/m3,2010-12-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),11.1,mcg/m3,2010-12-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),13.9,mcg/m3,2010-12-01,Brooklyn,40.6782,-73.9442
